{
     48: (10.653775930404663, 6.130755186080933, 12.663298034667967, 2, -4),
     49: (9.6526198387146, 5.93052396774292, 12.261510372161865, 2, -4),
     50: (8.649994850158691, 5.729998970031738, 11.86104793548584, 2, -4),
     51: (7.648458957672119, 5.5296917915344235, 11.459997940063475, 2, -4),
     52: (6.6461310386657715, 5.329226207733154, 11.059383583068847, 2, -4),
     53: (10.684900760650635, 6.136980152130127, 21.316904830932614, 2, -3),
     54: (9.682792901992798, 5.936558580398559, 12.273960304260253, 2, -3),
     55: (8.679502725601196, 5.735900545120239, 11.873117160797118, 2, -3),
     56: (7.677074193954468, 5.535414838790893, 11.471801090240477, 2, -3),
     57: (6.67593789100647, 5.335187578201293, 11.070829677581786, 2, -3),
     58: (5.675348281860352, 5.13506965637207, 10.670375156402587, 2, -3),
     59: (10.30252194404602, 6.060504388809203, 20.54027862548828, 2, -7),
     60: (9.299072980880737, 5.859814596176147, 12.121008777618407, 2, -7),
     61: (11.764612197875977, 6.352922439575195, 23.439258384704587, 2, -4),
     62: (10.760883808135986, 6.152176761627197, 12.70584487915039, 2, -4),
     63: (9.759181022644043, 5.951836204528808, 12.304353523254393, 2, -4),
     64: (8.757808208465576, 5.751561641693115, 11.903672409057616, 2, -4),
     65: (7.757369756698608, 5.551473951339721, 11.50312328338623, 2, -4),
     66: (6.7559568881988525, 5.35119137763977, 11.102947902679443, 2, -4),
     67: (10.733132600784302, 6.146626520156859, 21.40476551055908, 2, -5),
     68: (9.729932069778442, 5.945986413955688, 12.293253040313719, 2, -5),
     69: (8.728542804718018, 5.745708560943603, 11.891972827911376, 2, -5),
     70: (7.72674298286438, 5.545348596572875, 11.491417121887206, 2, -5),
     71: (11.122004985809326, 6.224400997161865, 22.1813943862915, 2, -8),
     72: (10.118971824645996, 6.0237943649291985, 12.44880199432373, 2, -8),
     73: (12.096839904785156, 6.4193679809570305, 24.095177459716794, 2, -5),
     74: (11.09696888923645, 6.219393777847289, 12.838735961914061, 2, -5),
     75: (10.09557294845581, 6.019114589691162, 12.438787555694578, 2, -5),
     76: (9.093679189682007, 5.818735837936401, 12.038229179382324, 2, -5),
     77: (8.092280864715576, 5.618456172943115, 11.637471675872803, 2, -5),
     78: (7.090327978134155, 5.418065595626831, 11.23691234588623, 2, -5),
     79: (10.882780075073242, 6.176556015014648, 21.672262382507324, 2, -5),
     80: (9.879497051239014, 5.975899410247802, 12.353112030029296, 2, -5),
     81: (8.878269910812378, 5.775653982162475, 11.951798820495604, 2, -5),
     82: (7.876495838165283, 5.575299167633056, 11.55130796432495, 2, -5),
     83: (11.179110288619995, 6.235822057723999, 22.301196670532224, 2, -4),
     84: (10.17124629020691, 6.034249258041381, 12.471644115447997, 2, -4),
     85: (9.169265985488892, 5.833853197097778, 12.068498516082762, 2, -4),
     86: (8.16775393486023, 5.633550786972045, 11.667706394195555, 2, -4),
     87: (7.165650844573975, 5.433130168914794, 11.26710157394409, 2, -4),
     88: (6.161926984786987, 5.2323853969573975, 10.866260337829589, 2, -4),
     89: (10.499910116195679, 6.099982023239136, 20.92954158782959, 2, -1),
     90: (9.496682167053223, 5.899336433410644, 12.199964046478271, 2, -1),
     91: (8.494989156723022, 5.698997831344604, 11.798672866821288, 2, -1),
     92: (7.495397090911865, 5.499079418182372, 11.397995662689208, 2, -1),
     93: (6.494265794754028, 5.298853158950806, 10.998158836364745, 2, -1),
     94: (5.492538213729858, 5.098507642745972, 10.597706317901611, 2, -1),
     95: (4.490900039672852, 4.89818000793457, 10.197015285491943, 2, -1),
     96: (3.4884960651397705, 4.697699213027954, 9.79636001586914, 2, -1),
     97: (9.427549123764038, 5.885509824752807, 18.790796852111814, 2, -4),
     98: (8.424335956573486, 5.684867191314697, 11.771019649505615, 2, -4),
     99: (7.422843933105469, 5.484568786621093, 11.369734382629394, 2, -4),
     100: (6.421716928482056, 5.284343385696411, 10.969137573242186, 2, -4),
     101: (10.613020896911621, 6.122604179382323, 21.137373542785642, 2, -7),
     102: (9.61057996749878, 5.922115993499755, 12.245208358764646, 2, -7),
     103: (11.888924837112427, 6.377784967422485, 23.68846397399902, 2, -6),
     104: (10.88628625869751, 6.177257251739501, 12.75556993484497, 2, -6),
     105: (9.884687185287476, 5.976937437057495, 12.354514503479002, 2, -6),
     106: (8.882549047470093, 5.776509809494018, 11.95387487411499, 2, -6),
     107: (11.590860843658447, 6.318172168731689, 23.106039237976074, 2, -8),
     108: (10.587944984436035, 6.117588996887207, 12.636344337463377, 2, -8),
     109: (12.261417150497437, 6.452283430099486, 24.470355987548828, 2, -7),
     110: (11.258005142211914, 6.251601028442382, 12.904566860198972, 2, -7),
     111: (10.256454229354858, 6.051290845870971, 12.503202056884763, 2, -7),
     112: (9.254292964935303, 5.85085859298706, 12.102581691741943, 2, -7),
     113: (11.73704195022583, 6.347408390045166, 23.40343437194824, 2, 2),
     114: (10.734760999679565, 6.146952199935912, 12.694816780090331, 2, 2),
     115: (9.735605001449585, 5.947121000289917, 12.293904399871824, 2, 2),
     116: (8.733906030654907, 5.746781206130981, 11.894242000579833, 2, 2),
     117: (7.733908176422119, 5.5467816352844235, 11.493562412261962, 2, 2),
     118: (6.732090711593628, 5.346418142318726, 11.093563270568847, 2, 2),
     119: (5.730992078781128, 5.146198415756225, 10.692836284637451, 2, 2),
     120: (4.729904890060425, 4.945980978012085, 10.29239683151245, 2, 2),
     121: (3.730051040649414, 4.746010208129882, 9.89196195602417, 2, 2),
     122: (2.7280290126800537, 4.545605802536011, 9.492020416259765, 2, 2),
     123: (1.726207971572876, 4.345241594314575, 9.091211605072022, 2, 2),
     124: (0.7237980365753174, 4.144759607315064, 8.69048318862915, 2, 2),
     125: (2.0259668827056885, 4.4051933765411375, 8.289519214630127, 2, 0),
     126: (2.0442187786102295, 4.408843755722046, 8.810386753082275, 2, 0),
     127: (8.856050252914429, 5.771210050582885, 17.635375022888184, 2, -3),
     128: (7.850131988525391, 5.570026397705078, 11.54242010116577, 2, -3),
     129: (6.8481550216674805, 5.369631004333495, 11.140052795410156, 2, -3),
     130: (5.844665288925171, 5.168933057785034, 10.73926200866699, 2, -3),
     131: (10.385692834854126, 6.077138566970825, 20.675732231140135, 2, -3),
     132: (9.3833589553833, 5.87667179107666, 12.15427713394165, 2, -3),
     133: (8.381724834442139, 5.676344966888427, 11.75334358215332, 2, -3),
     134: (7.378992080688477, 5.475798416137695, 11.352689933776855, 2, -3),
     135: (6.3772852420806885, 5.275457048416137, 10.95159683227539, 2, -3),
     136: (5.375305891036987, 5.075061178207397, 10.550914096832274, 2, -3),
     137: (10.17527985572815, 6.0350559711456295, 20.30024471282959, 2, -7),
     138: (9.171954154968262, 5.834390830993652, 12.070111942291259, 2, -7),
     139: (11.712671995162964, 6.342534399032592, 23.337563323974607, 2, 0),
     140: (10.709957122802734, 6.141991424560546, 12.685068798065185, 2, 0),
     141: (9.707524061203003, 5.9415048122406, 12.283982849121092, 2, 0),
     142: (8.704748153686523, 5.740949630737305, 11.8830096244812, 2, 0),
     143: (7.702493906021118, 5.5404987812042235, 11.48189926147461, 2, 0),
     144: (6.70035719871521, 5.340071439743042, 11.080997562408447, 2, 0),
     145: (5.700648784637451, 5.1401297569274895, 10.680142879486084, 2, 0),
     146: (4.698644161224365, 4.939728832244873, 10.280259513854979, 2, 0),
     147: (3.696457862854004, 4.7392915725708, 9.879457664489745, 2, 0),
     148: (2.6940231323242188, 4.538804626464843, 9.4785831451416, 2, 0),
     149: (9.125978946685791, 5.825195789337158, 18.155218505859374, 2, -6),
     150: (8.123138904571533, 5.624627780914306, 11.650391578674316, 2, -6),
     151: (11.284995794296265, 6.256999158859252, 22.498511123657224, 2, -4),
     152: (10.280665159225464, 6.056133031845093, 12.513998317718505, 2, -4),
     153: (9.279316902160645, 5.855863380432129, 12.112266063690186, 2, -4),
     154: (8.279101133346558, 5.655820226669311, 11.711726760864257, 2, -4),
     155: (7.279178857803345, 5.455835771560668, 11.311640453338622, 2, -4),
     156: (6.267316102981567, 5.253463220596313, 10.911671543121336, 2, -4),
     157: (10.554196834564209, 6.110839366912842, 21.01385288238525, 2, -3),
     158: (9.551430225372314, 5.9102860450744625, 12.221678733825684, 2, -3),
     159: (8.548940658569336, 5.709788131713867, 11.820572090148925, 2, -3),
     160: (7.546341180801392, 5.509268236160278, 11.419576263427734, 2, -3),
     161: (6.544034957885742, 5.308806991577148, 11.018536472320555, 2, -3),
     162: (5.5413877964019775, 5.1082775592803955, 10.617613983154296, 2, -3),
     163: (10.256476879119873, 6.051295375823974, 20.433110237121582, 2, -5),
     164: (9.253522157669067, 5.8507044315338135, 12.102590751647949, 2, -5),
     165: (8.251779079437256, 5.650355815887451, 11.701408863067627, 2, -5),
     166: (7.249296188354492, 5.449859237670898, 11.300711631774902, 2, -5),
     167: (10.939733028411865, 6.187946605682372, 21.799436950683592, 2, -3),
     168: (9.936928033828735, 5.987385606765747, 12.375893211364744, 2, -3),
     169: (8.937583923339844, 5.787516784667968, 11.974771213531493, 2, -3),
     170: (7.935478925704956, 5.587095785140991, 11.575033569335936, 2, -3),
     171: (6.9337239265441895, 5.386744785308838, 11.174191570281982, 2, -3),
     172: (5.9315550327301025, 5.1863110065460205, 10.773489570617675, 2, -3),
     173: (10.426855087280273, 6.085371017456055, 20.745244026184082, 2, -3),
     174: (9.42405891418457, 5.8848117828369135, 12.17074203491211, 2, -3),
     175: (8.424921035766602, 5.68498420715332, 11.769623565673827, 2, -3),
     176: (7.421948194503784, 5.4843896389007565, 11.36996841430664, 2, -3),
     177: (6.418864011764526, 5.283772802352905, 10.968779277801513, 2, -3),
     178: (5.415696859359741, 5.0831393718719475, 10.56754560470581, 2, -3),
     179: (10.210066795349121, 6.0420133590698235, 20.33255748748779, 2, -7),
     180: (9.199985265731812, 5.839997053146362, 12.084026718139647, 2, -7),
     181: (11.72656798362732, 6.345313596725463, 23.35998821258545, 2, 0),
     182: (10.717859983444214, 6.143571996688842, 12.690627193450926, 2, 0),
     183: (9.715259075164795, 5.943051815032959, 12.287143993377684, 2, 0),
     184: (8.711534023284912, 5.742306804656982, 11.886103630065918, 2, 0),
     185: (7.708762168884277, 5.541752433776855, 11.484613609313964, 2, 0),
     186: (6.706412076950073, 5.3412824153900145, 11.08350486755371, 2, 0),
     187: (5.705344200134277, 5.141068840026855, 10.682564830780029, 2, 0),
     188: (4.702021837234497, 4.9404043674469, 10.28213768005371, 2, 0),
     189: (3.699580192565918, 4.739916038513184, 9.8808087348938, 2, 0),
     190: (2.6967289447784424, 4.539345788955688, 9.479832077026368, 2, 0),
     191: (1582744865.484852, 0, 11.679994106292725, 0, 0),
     192: (1582744866.4997802, 0, 11.679994106292725, 0, 0),
     193: (1582744867.504491, 0, 9.078691577911377, 0, 0),
     194: (1582744868.508436, 0, 9.078691577911377, 0, 0),
     195: (1582744869.520365, 0, 9.078691577911377, 0, 0),
     196: (1582744870.524415, 0, 9.078691577911377, 0, 0),
     197: (1582744871.5357609, 0, 9.078691577911377, 0, 0),
     198: (1582744872.5417159, 0, 9.078691577911377, 0, 0)
   }
